# {"t_start": 1687708283.503118, "env_id": "Point2DLargeEnv-v1"} 
r,l,t
-4.0,50,170.607395
-10.0,50,170.640182
-8.0,50,170.67195
-9.0,50,170.702883
-5.0,50,170.735337
-2.0,50,170.769308
-7.0,50,170.801448
-9.0,50,170.831257
-3.0,50,170.86269
-7.0,50,170.902187
-4.0,50,170.940957
-5.0,50,170.97234
0.0,50,171.002648
-2.0,50,171.032523
-3.0,50,171.063123
-6.0,50,171.091915
0.0,50,171.123231
-2.0,50,171.151631
-1.0,50,171.186215
-8.0,50,171.22566
-10.0,50,171.262241
-10.0,50,171.295076
-8.0,50,171.326276
-9.0,50,171.355785
-3.0,50,171.386084
-8.0,50,171.422263
-6.0,50,171.450094
-2.0,50,171.478639
-7.0,50,171.505739
-6.0,50,171.537486
-11.0,50,171.569594
-8.0,50,171.599173
-2.0,50,171.629157
-4.0,50,171.65996
-8.0,50,171.690252
-3.0,50,171.720438
-7.0,50,171.750086
-6.0,50,171.779733
-10.0,50,171.809916
-9.0,50,171.840094
-2.0,50,171.869988
-8.0,50,171.908396
-10.0,50,171.939713
-1.0,50,171.970566
-6.0,50,172.001923
-3.0,50,172.033686
-3.0,50,172.065216
-3.0,50,172.098283
-5.0,50,172.637915
-9.0,50,172.672433
-4.0,50,172.707206
-3.0,50,172.741747
-9.0,50,172.775688
-10.0,50,172.809665
-4.0,50,172.843478
-9.0,50,172.877577
0.0,50,172.9138
-2.0,50,172.947903
-5.0,50,172.981633
-1.0,50,173.014684
-5.0,50,173.04827
-8.0,50,173.081698
-5.0,50,173.11502
-10.0,50,173.148985
-7.0,50,173.18292
-5.0,50,173.216248
-2.0,50,173.250227
-1.0,50,173.284346
-5.0,50,173.31831
-8.0,50,173.351519
-9.0,50,173.385228
-9.0,50,173.422941
-1.0,50,173.456711
-3.0,50,173.490149
-2.0,50,173.524335
-9.0,50,173.558229
-2.0,50,173.591468
-4.0,50,173.625525
-6.0,50,173.659358
-2.0,50,173.692918
-4.0,50,173.726752
-1.0,50,173.760174
-7.0,50,173.793828
-9.0,50,173.827618
-9.0,50,173.860997
-8.0,50,173.89828
-9.0,50,173.934145
-6.0,50,173.969874
-4.0,50,174.005087
-5.0,50,174.038887
-7.0,50,174.07303
-8.0,50,174.107018
-9.0,50,174.140008
-9.0,50,174.173591
-10.0,50,174.207655
-10.0,50,174.241487
-11.0,50,174.275612
-6.0,50,174.309616
-4.0,50,174.343731
-2.0,50,174.377623
-4.0,50,174.416452
-8.0,50,174.450356
-5.0,50,174.484261
-5.0,50,174.518305
-1.0,50,174.552837
-5.0,50,174.586888
-5.0,50,174.62083
-7.0,50,174.654953
-5.0,50,174.688898
-3.0,50,174.723036
-6.0,50,174.756919
-5.0,50,174.791175
-9.0,50,174.824855
-3.0,50,174.860139
-7.0,50,174.905257
-7.0,50,174.941552
-4.0,50,174.978431
-3.0,50,175.017177
0.0,50,175.053926
-2.0,50,175.088951
-7.0,50,175.123286
-5.0,50,175.157018
-1.0,50,175.190578
-9.0,50,175.223653
-4.0,50,175.255877
-4.0,50,175.289021
-6.0,50,175.321971
-6.0,50,175.355433
-3.0,50,175.392554
-5.0,50,175.425541
-7.0,50,175.456477
-8.0,50,175.489614
0.0,50,175.522796
-8.0,50,175.556407
-5.0,50,175.591487
-8.0,50,175.625043
-6.0,50,175.659775
0.0,50,175.690742
-6.0,50,175.720334
-9.0,50,175.749568
0.0,50,175.780374
-8.0,50,175.809933
-7.0,50,175.839513
-8.0,50,175.86994
0.0,50,175.903964
-4.0,50,175.933299
-3.0,50,175.965191
-4.0,50,175.995404
-3.0,50,176.495859
-11.0,50,176.529006
-11.0,50,176.559029
-6.0,50,176.587968
-3.0,50,176.619134
-11.0,50,176.649888
-5.0,50,176.680794
-1.0,50,176.710653
-5.0,50,176.740394
-2.0,50,176.771453
-2.0,50,176.80531
-7.0,50,176.83737
-3.0,50,176.87133
-3.0,50,176.911924
-7.0,50,176.94574
-2.0,50,176.978797
-7.0,50,177.0111
-5.0,50,177.043597
-8.0,50,177.077802
-6.0,50,177.113951
-5.0,50,177.14825
-8.0,50,177.183449
-1.0,50,177.21715
-8.0,50,177.249578
-11.0,50,177.284281
-10.0,50,177.318649
-5.0,50,177.349874
-4.0,50,177.38165
-7.0,50,177.417569
-3.0,50,177.448245
-7.0,50,177.479837
-6.0,50,177.507974
-3.0,50,177.543318
-1.0,50,177.573597
-2.0,50,177.604395
-10.0,50,177.634547
0.0,50,177.669175
-3.0,50,177.701839
-4.0,50,177.73306
-7.0,50,177.763378
0.0,50,177.793269
-3.0,50,177.822593
-6.0,50,177.852234
-4.0,50,177.887071
-4.0,50,177.933118
-7.0,50,177.969393
-11.0,50,178.004671
-5.0,50,178.042794
-11.0,50,178.080169
-3.0,50,178.116948
-7.0,50,178.154189
-3.0,50,178.193347
-3.0,50,178.231513
-1.0,50,178.268088
-3.0,50,178.302701
-5.0,50,178.338139
0.0,50,178.376809
-4.0,50,178.416059
-7.0,50,178.452362
-5.0,50,178.485322
-2.0,50,178.516285
-5.0,50,178.547582
-10.0,50,178.578049
-10.0,50,178.608061
-6.0,50,178.63893
-7.0,50,178.669339
-10.0,50,178.699681
-10.0,50,178.729318
-8.0,50,178.760785
-3.0,50,178.792333
-7.0,50,178.822243
-2.0,50,178.852355
-6.0,50,178.882006
-5.0,50,178.929554
-3.0,50,178.971431
-7.0,50,179.007539
0.0,50,179.037198
-7.0,50,179.066461
-8.0,50,179.096684
-9.0,50,179.12591
-9.0,50,179.156224
-7.0,50,179.186801
-5.0,50,179.217303
-6.0,50,179.247917
-7.0,50,179.278115
-10.0,50,179.308897
-7.0,50,179.339436
-10.0,50,179.369446
-3.0,50,179.405422
-7.0,50,179.435172
-8.0,50,179.467842
-9.0,50,179.503465
-9.0,50,179.542337
-1.0,50,179.578104
-3.0,50,179.612045
-10.0,50,179.642009
-5.0,50,179.673623
-6.0,50,179.703647
-7.0,50,179.733002
-9.0,50,179.763891
-8.0,50,180.249552
-5.0,50,180.283392
-9.0,50,180.313707
-4.0,50,180.343937
-4.0,50,180.372822
-4.0,50,180.410286
-4.0,50,180.440563
-7.0,50,180.470784
-7.0,50,180.50058
-8.0,50,180.529495
-8.0,50,180.559729
-8.0,50,180.59341
-2.0,50,180.628522
-9.0,50,180.667688
-6.0,50,180.699716
-5.0,50,180.730357
-11.0,50,180.76086
-3.0,50,180.790472
-8.0,50,180.820246
-6.0,50,180.851854
-4.0,50,180.881314
-10.0,50,180.918607
-2.0,50,180.948345
-9.0,50,180.980224
-4.0,50,181.009718
0.0,50,181.038785
-3.0,50,181.069208
-10.0,50,181.099057
-6.0,50,181.128772
-7.0,50,181.159831
-9.0,50,181.193757
-11.0,50,181.2238
-5.0,50,181.254449
-6.0,50,181.283815
-8.0,50,181.313019
-4.0,50,181.342134
-1.0,50,181.373253
-9.0,50,181.407198
-9.0,50,181.437363
-4.0,50,181.469422
-7.0,50,181.499598
-4.0,50,181.529303
-4.0,50,181.560983
-2.0,50,181.597464
-1.0,50,181.628731
-7.0,50,181.658335
-4.0,50,181.688671
-8.0,50,181.718688
-7.0,50,181.748255
0.0,50,181.778342
-2.0,50,181.809085
-8.0,50,181.839305
-5.0,50,181.870092
-8.0,50,181.907562
0.0,50,181.936083
-6.0,50,181.966419
-4.0,50,181.99674
-6.0,50,182.025873
0.0,50,182.055365
-5.0,50,182.085429
-7.0,50,182.115348
-3.0,50,182.146201
-13.0,50,182.177992
-3.0,50,182.208088
0.0,50,182.239235
-9.0,50,182.268944
-3.0,50,182.299169
-2.0,50,182.329298
-4.0,50,182.359675
-8.0,50,182.394907
-4.0,50,182.426951
-7.0,50,182.457384
-3.0,50,182.48716
-11.0,50,182.516592
-3.0,50,182.546092
-8.0,50,182.575508
-5.0,50,182.604989
-6.0,50,182.635639
-6.0,50,182.6664
-9.0,50,182.697133
-10.0,50,182.725927
-3.0,50,182.755637
-1.0,50,182.786885
-7.0,50,182.816075
-6.0,50,182.845422
-9.0,50,182.875491
-6.0,50,182.912209
-5.0,50,182.942761
-2.0,50,182.972983
-5.0,50,183.003473
-1.0,50,183.033708
-7.0,50,183.063849
-1.0,50,183.093709
-9.0,50,183.123267
-4.0,50,183.152639
-9.0,50,183.183391
-6.0,50,183.213358
-7.0,50,183.24201
-2.0,50,183.271269
-4.0,50,183.299768
