# {"t_start": 1687708283.503118, "env_id": "Point2DLargeEnv-v1"} 
r,l,t
-9.0,50,89.84737
-13.0,50,89.8894
-11.0,50,89.925868
-14.0,50,89.960824
-12.0,50,89.996164
-12.0,50,90.031161
-7.0,50,90.066036
-4.0,50,90.100714
-9.0,50,90.135802
-9.0,50,90.17077
-7.0,50,90.204518
-3.0,50,90.237552
-13.0,50,90.272305
-4.0,50,90.306375
-14.0,50,90.339422
-8.0,50,90.374319
-10.0,50,90.409727
-6.0,50,90.44137
-11.0,50,90.47372
0.0,50,90.505095
-3.0,50,90.535893
-12.0,50,90.566439
-4.0,50,90.596535
-10.0,50,90.629032
-8.0,50,90.65977
-7.0,50,90.690142
-9.0,50,90.720353
-13.0,50,90.750133
-12.0,50,90.779171
-4.0,50,90.809078
-1.0,50,90.83834
-4.0,50,90.868994
-11.0,50,90.904711
-8.0,50,90.934356
-10.0,50,90.963875
-8.0,50,90.994228
-14.0,50,91.024289
-13.0,50,91.054686
-6.0,50,91.08498
-9.0,50,91.116436
-10.0,50,91.147861
-13.0,50,91.178908
-4.0,50,91.211053
-1.0,50,91.243157
-6.0,50,91.275536
-6.0,50,91.308477
-9.0,50,91.340388
-9.0,50,91.375067
-13.0,50,91.411913
-8.0,50,91.443964
-11.0,50,91.476163
-9.0,50,91.506365
-3.0,50,91.536223
-2.0,50,91.566407
0.0,50,91.596091
-10.0,50,91.627477
-6.0,50,91.656877
-9.0,50,91.685976
0.0,50,91.714988
-15.0,50,91.74509
-11.0,50,91.774671
-13.0,50,91.804397
-9.0,50,91.832646
-15.0,50,91.861762
-11.0,50,91.8998
-9.0,50,91.928636
0.0,50,91.957576
-6.0,50,91.986688
-7.0,50,92.017486
-9.0,50,92.047328
-11.0,50,92.077066
-7.0,50,92.108299
-7.0,50,92.138743
-13.0,50,92.170654
-12.0,50,92.202982
-10.0,50,92.235334
-9.0,50,92.267126
-11.0,50,92.300098
0.0,50,92.33192
-5.0,50,92.364445
-7.0,50,92.403882
-2.0,50,92.435919
-12.0,50,92.46731
-8.0,50,92.499434
-11.0,50,92.974661
-12.0,50,93.005724
-11.0,50,93.035905
-4.0,50,93.065911
-11.0,50,93.097023
-5.0,50,93.129519
-9.0,50,93.161301
-12.0,50,93.192594
-11.0,50,93.238278
-5.0,50,93.27377
0.0,50,93.307576
0.0,50,93.340861
-5.0,50,93.37567
-7.0,50,93.415821
-8.0,50,93.449378
-9.0,50,93.482287
-9.0,50,93.51448
-11.0,50,93.54552
-8.0,50,93.575264
-6.0,50,93.608265
-9.0,50,93.637189
-12.0,50,93.665588
-1.0,50,93.694674
-12.0,50,93.72281
-7.0,50,93.750679
-1.0,50,93.778157
-7.0,50,93.805858
-8.0,50,93.832193
-9.0,50,93.858242
-5.0,50,93.891906
-8.0,50,93.918726
-10.0,50,93.945783
-9.0,50,93.973428
-3.0,50,94.000337
-4.0,50,94.027775
-7.0,50,94.05476
-3.0,50,94.081053
-11.0,50,94.108227
-9.0,50,94.134283
-11.0,50,94.160857
-13.0,50,94.187711
-9.0,50,94.217059
-10.0,50,94.244124
-11.0,50,94.270116
-3.0,50,94.29746
-7.0,50,94.325578
-8.0,50,94.353396
-10.0,50,94.387749
-12.0,50,94.415929
-4.0,50,94.443567
-10.0,50,94.47013
-11.0,50,94.498217
-6.0,50,94.525638
0.0,50,94.556946
-9.0,50,94.585273
0.0,50,94.614729
-6.0,50,94.643318
-4.0,50,94.670334
-11.0,50,94.698607
-8.0,50,94.725515
-4.0,50,94.753831
-8.0,50,94.781494
-10.0,50,94.810955
-8.0,50,94.83881
-5.0,50,94.867256
-7.0,50,94.905477
-7.0,50,94.933643
-9.0,50,94.963423
-7.0,50,94.990843
-7.0,50,95.017992
-7.0,50,95.045225
-9.0,50,95.072323
-13.0,50,95.10012
-12.0,50,95.12822
-11.0,50,95.155221
0.0,50,95.181653
-2.0,50,95.209368
0.0,50,95.237653
-14.0,50,95.264765
-10.0,50,95.29202
-4.0,50,95.320577
-4.0,50,95.348611
-14.0,50,95.382123
-10.0,50,95.412481
-6.0,50,95.439318
-4.0,50,95.465499
-12.0,50,95.494353
-9.0,50,95.521802
-1.0,50,95.549117
-8.0,50,95.577026
-6.0,50,95.605536
0.0,50,95.632829
-13.0,50,95.660066
-7.0,50,95.687101
-6.0,50,95.715811
-7.0,50,95.743244
-13.0,50,95.770317
-4.0,50,95.798706
-4.0,50,95.82646
-4.0,50,95.853763
-11.0,50,96.293078
-10.0,50,96.324087
-6.0,50,96.353551
-5.0,50,96.386994
-7.0,50,96.415327
-9.0,50,96.443563
-8.0,50,96.470941
-3.0,50,96.499663
-8.0,50,96.528508
-7.0,50,96.556265
-13.0,50,96.583949
-7.0,50,96.614201
-8.0,50,96.642679
-8.0,50,96.669097
-5.0,50,96.696951
-5.0,50,96.724171
-10.0,50,96.751258
-5.0,50,96.778567
-9.0,50,96.805729
-10.0,50,96.832249
-11.0,50,96.859812
-2.0,50,96.8972
-7.0,50,96.931844
-1.0,50,96.965028
-9.0,50,96.99316
-4.0,50,97.022817
-4.0,50,97.050416
-1.0,50,97.077694
-7.0,50,97.104649
-7.0,50,97.1311
-11.0,50,97.159672
-14.0,50,97.187717
-3.0,50,97.216093
-7.0,50,97.243907
-9.0,50,97.271178
-9.0,50,97.298692
-8.0,50,97.32531
-6.0,50,97.351968
-4.0,50,97.384555
-11.0,50,97.417422
-11.0,50,97.447922
-7.0,50,97.47708
-8.0,50,97.505347
-9.0,50,97.531599
-10.0,50,97.558073
-6.0,50,97.586403
0.0,50,97.614365
-6.0,50,97.642656
-3.0,50,97.670079
-5.0,50,97.69723
-5.0,50,97.724204
-10.0,50,97.751676
-6.0,50,97.779114
-12.0,50,97.807154
0.0,50,97.834225
-6.0,50,97.862478
0.0,50,97.89838
-1.0,50,97.926027
0.0,50,97.954573
-10.0,50,97.983375
-13.0,50,98.012107
-11.0,50,98.040019
-5.0,50,98.06826
-6.0,50,98.096124
-7.0,50,98.126926
-5.0,50,98.155419
-8.0,50,98.184295
-10.0,50,98.213139
-6.0,50,98.240969
-15.0,50,98.269317
-4.0,50,98.298402
-7.0,50,98.32765
-8.0,50,98.356517
-11.0,50,98.391175
-4.0,50,98.420668
-9.0,50,98.449681
-7.0,50,98.478718
-10.0,50,98.508018
-13.0,50,98.537616
-15.0,50,98.567596
-4.0,50,98.596791
-11.0,50,98.625869
-14.0,50,98.654814
-4.0,50,98.683544
-5.0,50,98.712589
-7.0,50,98.740945
-3.0,50,98.769618
-8.0,50,98.798419
-13.0,50,98.827564
-7.0,50,98.856854
-8.0,50,98.891093
-5.0,50,98.920068
-4.0,50,98.949321
-11.0,50,98.979042
-9.0,50,99.008765
-10.0,50,99.037113
-8.0,50,99.066234
-3.0,50,99.094775
-7.0,50,99.123615
-11.0,50,99.151428
-10.0,50,99.610979
-12.0,50,99.640867
-12.0,50,99.670603
-11.0,50,99.699895
-8.0,50,99.728669
-9.0,50,99.757618
-3.0,50,99.786197
-12.0,50,99.814821
-10.0,50,99.843487
-4.0,50,99.873874
-5.0,50,99.908662
-5.0,50,99.937753
-7.0,50,99.967076
0.0,50,99.997337
-4.0,50,100.025696
-7.0,50,100.054341
-8.0,50,100.083666
-13.0,50,100.113314
-8.0,50,100.142243
-8.0,50,100.171132
-9.0,50,100.200079
-10.0,50,100.229739
0.0,50,100.258939
-12.0,50,100.288337
0.0,50,100.317226
-10.0,50,100.34649
-2.0,50,100.38098
-11.0,50,100.411417
-3.0,50,100.440295
-1.0,50,100.46886
-14.0,50,100.499267
-7.0,50,100.528201
-9.0,50,100.557244
-11.0,50,100.586239
-10.0,50,100.615708
-9.0,50,100.644421
-1.0,50,100.672556
-11.0,50,100.701953
-10.0,50,100.730281
-8.0,50,100.759003
-6.0,50,100.788317
-11.0,50,100.81791
-10.0,50,100.846888
-10.0,50,100.881748
-10.0,50,100.913018
-3.0,50,100.942089
-5.0,50,100.971865
-12.0,50,101.001572
-11.0,50,101.030484
-3.0,50,101.059825
-12.0,50,101.088659
-3.0,50,101.118255
-11.0,50,101.146257
-8.0,50,101.174092
-3.0,50,101.202931
-9.0,50,101.231406
-3.0,50,101.260004
-5.0,50,101.289192
-13.0,50,101.319204
0.0,50,101.348315
-9.0,50,101.383504
-12.0,50,101.414336
-3.0,50,101.443677
-8.0,50,101.473396
-5.0,50,101.503434
-8.0,50,101.5328
-6.0,50,101.562071
-9.0,50,101.591188
-4.0,50,101.620755
-13.0,50,101.649746
-7.0,50,101.678814
-11.0,50,101.707668
-6.0,50,101.736483
-10.0,50,101.764895
-13.0,50,101.794374
-7.0,50,101.823132
0.0,50,101.851526
-5.0,50,101.884672
-12.0,50,101.914176
-6.0,50,101.94237
-4.0,50,101.970959
-12.0,50,102.000829
-6.0,50,102.029793
0.0,50,102.058846
-9.0,50,102.088
-7.0,50,102.116674
-9.0,50,102.145752
-4.0,50,102.175287
-9.0,50,102.204803
-10.0,50,102.233678
-7.0,50,102.261968
-8.0,50,102.290754
-8.0,50,102.319021
-7.0,50,102.347054
-10.0,50,102.377534
-9.0,50,102.408355
-8.0,50,102.435936
-7.0,50,102.464671
-9.0,50,102.494972
-10.0,50,102.524056
-8.0,50,102.986094
-8.0,50,103.016183
-8.0,50,103.045818
-9.0,50,103.074267
-5.0,50,103.103371
-11.0,50,103.132702
-10.0,50,103.161887
-9.0,50,103.190653
-11.0,50,103.219538
0.0,50,103.249131
-9.0,50,103.278076
-8.0,50,103.307149
-5.0,50,103.336679
-9.0,50,103.365482
-11.0,50,103.399051
-5.0,50,103.428094
-6.0,50,103.457271
-10.0,50,103.486971
-6.0,50,103.517216
-8.0,50,103.546273
0.0,50,103.575745
-7.0,50,103.604799
-5.0,50,103.633867
0.0,50,103.663023
0.0,50,103.692316
-11.0,50,103.721124
-7.0,50,103.749477
-6.0,50,103.778094
-8.0,50,103.807205
-2.0,50,103.835997
-12.0,50,103.864523
-10.0,50,103.89877
-10.0,50,103.927091
-7.0,50,103.954632
-5.0,50,103.982828
-10.0,50,104.012213
-6.0,50,104.040946
-2.0,50,104.069724
-9.0,50,104.098915
-7.0,50,104.12782
-7.0,50,104.156754
-4.0,50,104.185597
-12.0,50,104.214619
-9.0,50,104.24343
-10.0,50,104.271854
-1.0,50,104.300531
-10.0,50,104.328371
-8.0,50,104.356518
-7.0,50,104.389224
-9.0,50,104.418151
-3.0,50,104.446167
-1.0,50,104.474727
-9.0,50,104.505499
-7.0,50,104.53437
-9.0,50,104.563428
-2.0,50,104.592258
-5.0,50,104.621753
-10.0,50,104.650962
-1.0,50,104.680327
-5.0,50,104.70936
-11.0,50,104.738381
-11.0,50,104.767422
-4.0,50,104.796102
-12.0,50,104.824386
-13.0,50,104.853153
-8.0,50,104.885163
-9.0,50,104.914204
-9.0,50,104.942232
-7.0,50,104.970719
-9.0,50,105.000545
-12.0,50,105.029369
-6.0,50,105.05831
-12.0,50,105.086887
-11.0,50,105.116141
-3.0,50,105.145079
-8.0,50,105.173614
-12.0,50,105.201671
-13.0,50,105.229575
-9.0,50,105.257315
-6.0,50,105.285651
-9.0,50,105.314338
-8.0,50,105.34235
-7.0,50,105.370889
-2.0,50,105.40556
-8.0,50,105.434235
-8.0,50,105.463441
-2.0,50,105.493287
-2.0,50,105.522229
-12.0,50,105.550755
-10.0,50,105.579298
-7.0,50,105.609204
-5.0,50,105.638184
-6.0,50,105.667878
-9.0,50,105.696335
-5.0,50,105.724972
-2.0,50,105.753239
-11.0,50,105.78171
-9.0,50,105.809873
-7.0,50,105.838487
-12.0,50,105.866412
-3.0,50,106.330661
-4.0,50,106.360537
-4.0,50,106.393436
-5.0,50,106.422256
0.0,50,106.451983
-8.0,50,106.481005
-3.0,50,106.510223
-5.0,50,106.538751
0.0,50,106.567453
-10.0,50,106.596017
-12.0,50,106.625582
-12.0,50,106.654223
-11.0,50,106.682302
-16.0,50,106.710599
-11.0,50,106.739153
-4.0,50,106.767208
-8.0,50,106.794926
-2.0,50,106.823173
-11.0,50,106.851185
-12.0,50,106.885047
-6.0,50,106.914922
-4.0,50,106.943431
-5.0,50,106.971634
-11.0,50,107.000662
-8.0,50,107.029488
-5.0,50,107.058359
0.0,50,107.086765
-8.0,50,107.115709
0.0,50,107.14409
-11.0,50,107.172355
-7.0,50,107.201213
-9.0,50,107.230429
-5.0,50,107.259439
-8.0,50,107.289236
-1.0,50,107.316799
-7.0,50,107.344592
-8.0,50,107.372904
-10.0,50,107.407566
-12.0,50,107.435358
-4.0,50,107.464029
-4.0,50,107.493634
-7.0,50,107.522579
-4.0,50,107.551477
-10.0,50,107.579859
-4.0,50,107.609806
-6.0,50,107.637673
-10.0,50,107.665512
-8.0,50,107.693374
-8.0,50,107.722045
-11.0,50,107.749645
-8.0,50,107.778864
-13.0,50,107.80713
-8.0,50,107.835468
-6.0,50,107.863719
-8.0,50,107.899531
-6.0,50,107.92847
-10.0,50,107.956827
-5.0,50,107.985562
-11.0,50,108.015715
-7.0,50,108.044481
-8.0,50,108.072779
-6.0,50,108.101594
-9.0,50,108.131365
-10.0,50,108.159978
-9.0,50,108.188087
-5.0,50,108.21766
-8.0,50,108.245656
-12.0,50,108.273513
-9.0,50,108.301697
-15.0,50,108.329601
-6.0,50,108.357276
-7.0,50,108.392137
-7.0,50,108.420575
-7.0,50,108.449753
-9.0,50,108.478759
-8.0,50,108.509199
-9.0,50,108.53719
-8.0,50,108.567145
-11.0,50,108.59549
-5.0,50,108.623677
-9.0,50,108.651851
-10.0,50,108.679617
-10.0,50,108.708109
-7.0,50,108.736217
-7.0,50,108.764237
-8.0,50,108.792863
-2.0,50,108.821549
-6.0,50,108.849224
-7.0,50,108.881899
-9.0,50,108.913021
-7.0,50,108.940459
-12.0,50,108.970134
-10.0,50,108.998474
-8.0,50,109.025778
-8.0,50,109.053858
-4.0,50,109.08185
0.0,50,109.110464
-5.0,50,109.139542
-3.0,50,109.168424
-8.0,50,109.197352
-10.0,50,109.659593
-8.0,50,109.693344
-2.0,50,109.72229
-8.0,50,109.751726
-5.0,50,109.780267
-11.0,50,109.809237
-6.0,50,109.837211
-6.0,50,109.865067
-9.0,50,109.899642
-10.0,50,109.928905
-2.0,50,109.958182
-8.0,50,109.987779
-8.0,50,110.016417
-9.0,50,110.044374
-11.0,50,110.07296
-4.0,50,110.101322
-4.0,50,110.130814
-7.0,50,110.159925
-9.0,50,110.188732
-3.0,50,110.217371
-3.0,50,110.24884
-7.0,50,110.278999
-9.0,50,110.308687
-8.0,50,110.337694
-4.0,50,110.367583
-1.0,50,110.402843
-7.0,50,110.432435
0.0,50,110.459553
0.0,50,110.487805
-8.0,50,110.516914
-5.0,50,110.543995
-2.0,50,110.572645
-11.0,50,110.601093
-4.0,50,110.631124
-6.0,50,110.658313
-5.0,50,110.687225
-10.0,50,110.716622
-3.0,50,110.746042
-10.0,50,110.775087
-10.0,50,110.802693
-9.0,50,110.830203
0.0,50,110.858927
-6.0,50,110.894881
0.0,50,110.923702
-4.0,50,110.95122
-7.0,50,110.97805
-8.0,50,111.006297
-5.0,50,111.035973
-8.0,50,111.06459
-12.0,50,111.093269
-6.0,50,111.123038
-8.0,50,111.152729
-11.0,50,111.180479
-2.0,50,111.20756
-9.0,50,111.234965
-7.0,50,111.261928
-7.0,50,111.288718
-3.0,50,111.31649
-8.0,50,111.343557
-9.0,50,111.374202
-3.0,50,111.415897
-5.0,50,111.446048
-4.0,50,111.473059
-6.0,50,111.50117
-6.0,50,111.529116
-8.0,50,111.557379
-2.0,50,111.584939
-5.0,50,111.613136
-8.0,50,111.640863
-4.0,50,111.669445
-9.0,50,111.696461
-9.0,50,111.72361
-9.0,50,111.752173
-6.0,50,111.779854
-2.0,50,111.80745
-8.0,50,111.835159
-3.0,50,111.862449
-3.0,50,111.895151
-9.0,50,111.925333
-3.0,50,111.953042
-11.0,50,111.981863
-5.0,50,112.010356
-8.0,50,112.039179
-6.0,50,112.067762
-8.0,50,112.09573
0.0,50,112.124758
-8.0,50,112.153464
-8.0,50,112.181809
0.0,50,112.211584
0.0,50,112.241259
-6.0,50,112.2696
-3.0,50,112.297938
-9.0,50,112.326613
-4.0,50,112.355422
-2.0,50,112.388331
-8.0,50,112.417605
-8.0,50,112.445772
-6.0,50,112.474708
-1.0,50,112.50351
-2.0,50,112.53296
-11.0,50,112.999451
-5.0,50,113.032562
-5.0,50,113.061236
-12.0,50,113.089501
0.0,50,113.118919
0.0,50,113.147571
-10.0,50,113.175719
-5.0,50,113.204509
-12.0,50,113.23293
-12.0,50,113.261359
-1.0,50,113.290469
-5.0,50,113.319409
-10.0,50,113.348557
-5.0,50,113.380044
-8.0,50,113.410996
-7.0,50,113.439736
-9.0,50,113.468606
-4.0,50,113.49797
-8.0,50,113.527016
-2.0,50,113.556039
0.0,50,113.58503
-6.0,50,113.613755
0.0,50,113.642422
-11.0,50,113.670803
-7.0,50,113.698748
-8.0,50,113.728384
-9.0,50,113.75625
-6.0,50,113.785191
-8.0,50,113.814902
-3.0,50,113.844392
-3.0,50,113.873552
-5.0,50,113.908407
-7.0,50,113.936996
-11.0,50,113.965858
0.0,50,113.993961
-9.0,50,114.022488
-3.0,50,114.050848
-1.0,50,114.079346
-2.0,50,114.107951
-10.0,50,114.136614
0.0,50,114.166352
-3.0,50,114.19485
-6.0,50,114.22473
-4.0,50,114.253709
-8.0,50,114.282933
-10.0,50,114.312294
-3.0,50,114.341173
-1.0,50,114.370359
-3.0,50,114.403599
-14.0,50,114.431918
-4.0,50,114.460142
-2.0,50,114.487812
0.0,50,114.516584
0.0,50,114.54487
-6.0,50,114.573167
-10.0,50,114.602264
-8.0,50,114.631423
-9.0,50,114.660645
-8.0,50,114.689719
-5.0,50,114.719484
-3.0,50,114.748238
-5.0,50,114.777272
-5.0,50,114.806252
-7.0,50,114.834738
-8.0,50,114.862968
-14.0,50,114.900468
-10.0,50,114.931899
-4.0,50,114.960605
-6.0,50,114.98946
-10.0,50,115.018713
-9.0,50,115.047672
-1.0,50,115.076528
-9.0,50,115.105016
-8.0,50,115.134282
-10.0,50,115.163676
-3.0,50,115.199794
-7.0,50,115.228576
-6.0,50,115.257767
-6.0,50,115.285727
-3.0,50,115.31417
-5.0,50,115.341954
-12.0,50,115.369828
-3.0,50,115.403108
0.0,50,115.432783
-8.0,50,115.461921
-4.0,50,115.491176
-8.0,50,115.51989
-7.0,50,115.54828
-6.0,50,115.576715
-7.0,50,115.605785
-7.0,50,115.635324
-1.0,50,115.664456
-8.0,50,115.693679
-9.0,50,115.722288
-10.0,50,115.751303
0.0,50,115.780357
-10.0,50,115.808639
-5.0,50,115.836907
-2.0,50,115.865477
0.0,50,115.898199
-8.0,50,116.336428
-7.0,50,116.36564
-5.0,50,116.396379
-8.0,50,116.425413
-7.0,50,116.454279
-2.0,50,116.484149
-5.0,50,116.513821
-9.0,50,116.544271
-2.0,50,116.573666
-11.0,50,116.60291
-6.0,50,116.632306
-4.0,50,116.660961
-1.0,50,116.689803
-8.0,50,116.719265
-5.0,50,116.749164
-4.0,50,116.778508
-6.0,50,116.808074
-5.0,50,116.837908
0.0,50,116.867414
-4.0,50,116.900884
-4.0,50,116.930223
-5.0,50,116.959857
-4.0,50,116.989071
-7.0,50,117.018261
-8.0,50,117.047369
-6.0,50,117.075839
-2.0,50,117.104201
-10.0,50,117.13301
-8.0,50,117.16172
-4.0,50,117.190104
-4.0,50,117.218858
-9.0,50,117.247911
-8.0,50,117.276608
-7.0,50,117.306437
-9.0,50,117.335309
-3.0,50,117.36464
-5.0,50,117.39729
-9.0,50,117.426708
-4.0,50,117.45601
-8.0,50,117.485025
0.0,50,117.514891
-2.0,50,117.543946
-9.0,50,117.572216
-8.0,50,117.600833
-2.0,50,117.629227
-6.0,50,117.657528
-9.0,50,117.686377
-3.0,50,117.715719
-10.0,50,117.744898
-11.0,50,117.773681
-11.0,50,117.802144
-7.0,50,117.83167
-9.0,50,117.860546
-12.0,50,117.892719
-10.0,50,117.92191
-5.0,50,117.950473
0.0,50,117.979484
-7.0,50,118.008881
-11.0,50,118.037102
-3.0,50,118.065215
-8.0,50,118.093526
-8.0,50,118.122731
-5.0,50,118.151665
-4.0,50,118.179976
-4.0,50,118.210359
-8.0,50,118.239424
-4.0,50,118.268127
-10.0,50,118.296918
-8.0,50,118.326322
-9.0,50,118.355433
-4.0,50,118.387344
-6.0,50,118.415956
-3.0,50,118.445019
-10.0,50,118.473427
-9.0,50,118.503253
-9.0,50,118.532188
-9.0,50,118.560581
-5.0,50,118.588718
-3.0,50,118.617288
-9.0,50,118.646295
-9.0,50,118.67544
-12.0,50,118.704206
-12.0,50,118.733171
-6.0,50,118.762495
-11.0,50,118.79112
-7.0,50,118.820146
-10.0,50,118.849312
-4.0,50,118.880634
-4.0,50,118.911479
-7.0,50,118.940622
-3.0,50,118.969104
-5.0,50,118.997705
-10.0,50,119.026199
-5.0,50,119.054053
0.0,50,119.082876
-6.0,50,119.11099
-13.0,50,119.140243
-5.0,50,119.168929
-9.0,50,119.197806
-12.0,50,119.227065
-9.0,50,119.683262
-6.0,50,119.712935
-6.0,50,119.742567
-2.0,50,119.77141
-9.0,50,119.799881
-2.0,50,119.828673
-7.0,50,119.857781
-8.0,50,119.891863
-4.0,50,119.921942
-3.0,50,119.95084
-8.0,50,119.980225
-6.0,50,120.009778
-3.0,50,120.0389
-7.0,50,120.06794
-5.0,50,120.096756
-6.0,50,120.126373
-7.0,50,120.156387
-10.0,50,120.185079
-10.0,50,120.214137
-8.0,50,120.243105
-2.0,50,120.27207
-5.0,50,120.300889
-5.0,50,120.329889
-1.0,50,120.359074
-4.0,50,120.393007
-10.0,50,120.421902
-9.0,50,120.451099
-9.0,50,120.480086
-9.0,50,120.50985
-2.0,50,120.539281
-8.0,50,120.568039
0.0,50,120.596794
-10.0,50,120.625313
-1.0,50,120.65438
-9.0,50,120.684128
-7.0,50,120.712
-10.0,50,120.740064
-9.0,50,120.768122
-10.0,50,120.795694
-3.0,50,120.823974
-9.0,50,120.852588
-7.0,50,120.884245
-4.0,50,120.914436
-6.0,50,120.9436
-10.0,50,120.973305
-8.0,50,121.003162
-5.0,50,121.031957
-11.0,50,121.061167
-10.0,50,121.09045
-7.0,50,121.11922
-5.0,50,121.148264
-7.0,50,121.177367
-4.0,50,121.206249
-10.0,50,121.235444
-3.0,50,121.264632
-3.0,50,121.294042
-10.0,50,121.322747
-11.0,50,121.351294
-9.0,50,121.382632
-2.0,50,121.41318
-3.0,50,121.44176
-3.0,50,121.4696
-6.0,50,121.498785
-8.0,50,121.528317
-8.0,50,121.556661
-4.0,50,121.588836
-5.0,50,121.618476
-7.0,50,121.648132
-1.0,50,121.677132
-8.0,50,121.706643
-7.0,50,121.735279
-7.0,50,121.764269
-9.0,50,121.793132
-10.0,50,121.821894
-9.0,50,121.850177
-3.0,50,121.880245
-6.0,50,121.911942
-2.0,50,121.940992
-11.0,50,121.970158
-4.0,50,122.000131
-10.0,50,122.029633
-3.0,50,122.058473
-8.0,50,122.08737
-2.0,50,122.11658
-6.0,50,122.145555
-7.0,50,122.175183
-2.0,50,122.203907
-10.0,50,122.232123
-3.0,50,122.260846
0.0,50,122.289556
-12.0,50,122.317841
-10.0,50,122.346629
-1.0,50,122.375282
-10.0,50,122.408011
-4.0,50,122.437258
-8.0,50,122.467452
-6.0,50,122.497161
-5.0,50,122.525843
-4.0,50,122.554488
-10.0,50,122.584481
-9.0,50,123.026736
-9.0,50,123.055643
-10.0,50,123.084598
-6.0,50,123.113843
-9.0,50,123.142977
-9.0,50,123.171739
-9.0,50,123.201013
-9.0,50,123.229769
-2.0,50,123.258732
-10.0,50,123.28759
-6.0,50,123.317132
-5.0,50,123.345978
-12.0,50,123.374798
-5.0,50,123.406377
-7.0,50,123.436519
-3.0,50,123.466133
-8.0,50,123.495497
-4.0,50,123.524284
-5.0,50,123.553366
-9.0,50,123.583142
-6.0,50,123.611868
-9.0,50,123.641152
-3.0,50,123.670159
-9.0,50,123.698992
0.0,50,123.727767
-5.0,50,123.75605
-7.0,50,123.784968
-8.0,50,123.813633
-3.0,50,123.842155
-3.0,50,123.87082
-3.0,50,123.905414
-6.0,50,123.933748
-4.0,50,123.962615
-5.0,50,123.991884
-8.0,50,124.022847
-8.0,50,124.051872
-5.0,50,124.08044
-4.0,50,124.108989
0.0,50,124.138558
-7.0,50,124.168364
-5.0,50,124.19781
-6.0,50,124.226331
-8.0,50,124.255492
-9.0,50,124.284191
-7.0,50,124.312209
-1.0,50,124.341244
-3.0,50,124.369733
0.0,50,124.401555
-8.0,50,124.431329
-10.0,50,124.460499
-9.0,50,124.489993
-4.0,50,124.519625
-8.0,50,124.549745
-5.0,50,124.578929
-3.0,50,124.606822
-7.0,50,124.63534
-3.0,50,124.663955
-6.0,50,124.692934
-5.0,50,124.721001
-5.0,50,124.748935
-7.0,50,124.779318
-4.0,50,124.808405
-10.0,50,124.838674
-6.0,50,124.868178
-8.0,50,124.900613
-7.0,50,124.930893
-12.0,50,124.960665
-8.0,50,124.989474
-6.0,50,125.017844
-9.0,50,125.046907
-8.0,50,125.074662
-7.0,50,125.103324
-10.0,50,125.1322
-7.0,50,125.160748
-8.0,50,125.189562
-4.0,50,125.218775
-1.0,50,125.247941
-5.0,50,125.277499
-2.0,50,125.305916
-6.0,50,125.335521
-2.0,50,125.36393
-8.0,50,125.397318
-7.0,50,125.426595
0.0,50,125.455308
-4.0,50,125.484191
-4.0,50,125.513332
-4.0,50,125.543041
-3.0,50,125.572498
-9.0,50,125.601637
-1.0,50,125.630809
-7.0,50,125.659595
-9.0,50,125.688491
-11.0,50,125.717168
-4.0,50,125.745546
-6.0,50,125.774369
-4.0,50,125.802852
-8.0,50,125.831882
-4.0,50,125.860332
-3.0,50,125.893184
-6.0,50,125.922741
-7.0,50,126.362003
-7.0,50,126.396359
-4.0,50,126.426865
-8.0,50,126.455862
-8.0,50,126.484415
-3.0,50,126.514132
-9.0,50,126.543858
-7.0,50,126.572799
-2.0,50,126.602781
-9.0,50,126.631968
-7.0,50,126.660803
-6.0,50,126.690449
-6.0,50,126.720665
-6.0,50,126.750719
-10.0,50,126.781084
-7.0,50,126.810741
-8.0,50,126.839134
-10.0,50,126.86816
-9.0,50,126.902864
-8.0,50,126.93228
-6.0,50,126.961248
-7.0,50,126.990373
-2.0,50,127.021207
-12.0,50,127.052046
-2.0,50,127.081461
-3.0,50,127.11117
-1.0,50,127.142039
-5.0,50,127.170853
-8.0,50,127.200008
-5.0,50,127.22836
-9.0,50,127.257083
-7.0,50,127.285992
-2.0,50,127.315041
0.0,50,127.344629
-6.0,50,127.373905
-5.0,50,127.406852
-4.0,50,127.436193
0.0,50,127.464955
-8.0,50,127.494089
-3.0,50,127.523931
-7.0,50,127.554119
-4.0,50,127.583083
-6.0,50,127.611945
-5.0,50,127.640853
-8.0,50,127.668971
-5.0,50,127.697863
-4.0,50,127.72691
-5.0,50,127.755643
-7.0,50,127.783731
-3.0,50,127.812278
-7.0,50,127.841158
-1.0,50,127.870444
-3.0,50,127.903422
-7.0,50,127.932966
-7.0,50,127.962245
-10.0,50,127.991531
-1.0,50,128.020555
-9.0,50,128.049071
0.0,50,128.077885
-5.0,50,128.10669
-3.0,50,128.136081
-11.0,50,128.16452
-5.0,50,128.193305
-10.0,50,128.221903
-3.0,50,128.251381
0.0,50,128.280857
-9.0,50,128.309732
-10.0,50,128.339221
-7.0,50,128.368669
0.0,50,128.400826
-6.0,50,128.429418
-5.0,50,128.457794
-10.0,50,128.486694
-5.0,50,128.515505
-4.0,50,128.544752
-10.0,50,128.573512
-4.0,50,128.602864
-10.0,50,128.631872
-6.0,50,128.661093
-6.0,50,128.690095
-11.0,50,128.719441
-11.0,50,128.748238
0.0,50,128.777547
-7.0,50,128.806624
