"[ 0.9889995   0.47231373  0.14791898  0.8814305   0.14497764  0.12182058
 -0.17134482  0.27630475  0.13594107  0.11836771  0.        ]"
"[ 0.9894108   0.4684545   0.14514224  0.8834876   0.14497764  0.12182058
 -0.10956532  0.16140148  0.13581994  0.11814792  0.        ]"
"[ 0.9896569   0.46634427  0.14345445  0.8846033   0.14497764  0.12182058
 -0.06115957  0.07758199  0.13577394  0.11800425  0.        ]"
"[ 0.9897805   0.46548957  0.14259943  0.88505334  0.14497764  0.12182058
 -0.02534934  0.01920731  0.13577572  0.11792251  0.        ]"
"[ 9.89816785e-01  4.65494484e-01  1.42347381e-01  8.85050774e-01
  1.44977644e-01  1.21820584e-01 -2.00195849e-04 -1.96321476e-02
  1.35806322e-01  1.17887735e-01  0.00000000e+00]"
"[ 0.98979443  0.46605784  0.14250264  0.88475424  0.14497764  0.12182058
  0.01583192 -0.04394983  0.13585383  0.11788558  0.        ]"
"[ 0.98973584  0.46695566  0.14290895  0.88428074  0.14497764  0.12182058
  0.02518813 -0.05751098  0.13591062  0.1179039   0.        ]"
"[ 0.98965675  0.46802524  0.14345577  0.8837151   0.14497764  0.12182058
  0.03004765 -0.06346065  0.1359708   0.11793428  0.        ]"
"[ 0.989568    0.4691524   0.1440667   0.88311726  0.14497764  0.12182058
  0.03168176 -0.0641266   0.13603014  0.11797098  0.        ]"
"[ 0.98947734  0.47025967  0.1446879   0.8825281   0.14497764  0.12182058
  0.0310983  -0.06130813  0.13608596  0.11800986  0.        ]"
"[ 0.9893901   0.4712974   0.14528358  0.88197434  0.14497764  0.12182058
  0.02911161 -0.0563334   0.13613667  0.11804809  0.        ]"
"[ 0.9893094   0.47223625  0.14583208  0.88147205  0.14497764  0.12182058
  0.0263383  -0.0501627   0.13618143  0.11808394  0.        ]"
"[ 0.98923707  0.4730617   0.14632182  0.8810293   0.14497764  0.12182058
  0.02317717 -0.04352935  0.1362199   0.11811645  0.        ]"
"[ 0.9891739   0.4737703   0.14674798  0.8806485   0.14497764  0.12182058
  0.01991488 -0.03693675  0.13625225  0.11814512  0.        ]"
"[ 0.98911995  0.4743664   0.14711113  0.8803275   0.14497764  0.12182058
  0.01680893 -0.03078798  0.13627893  0.11816987  0.        ]"
"[ 0.9890747   0.47485948  0.14741527  0.8800616   0.14497764  0.12182058
  0.01394913 -0.02524735  0.13630053  0.11819083  0.        ]"
"[ 0.98903733  0.47526085  0.1476658   0.87984496  0.14497764  0.12182058
  0.0113901  -0.02038412  0.13631777  0.1182083   0.        ]"
"[ 0.989007    0.47558266  0.14786892  0.87967104  0.14497764  0.12182058
  0.00915371 -0.01620637  0.13633133  0.11822261  0.        ]"
"[ 0.98898274  0.47583666  0.14803098  0.87953365  0.14497764  0.12182058
  0.00724003 -0.01268291  0.13634184  0.11823414  0.        ]"
"[ 0.98896366  0.47603396  0.14815825  0.8794269   0.14497764  0.12182058
  0.00563442 -0.00976103  0.13634983  0.11824328  0.        ]"
"[ 0.98894894  0.4761846   0.14825654  0.87934536  0.14497764  0.12182058
  0.00430885 -0.00737661  0.13635579  0.11825041  0.        ]"
"[ 0.98893774  0.4762974   0.14833109  0.87928426  0.14497764  0.12182058
  0.00323308 -0.00546049  0.13636014  0.11825589  0.        ]"
"[ 0.98892945  0.47638008  0.1483865   0.87923944  0.14497764  0.12182058
  0.00237254 -0.00394445  0.13636324  0.11826001  0.        ]"
"[ 0.98892343  0.476439    0.14842668  0.87920755  0.14497764  0.12182058
  0.00169275 -0.00276069  0.13636535  0.11826304  0.        ]"
"[ 0.9889192   0.4764794   0.14845474  0.8791856   0.14497764  0.12182058
  0.00114689 -0.00183956  0.13636675  0.11826518  0.        ]"
"[ 9.88916397e-01  4.76505548e-01  1.48473278e-01  8.79171491e-01
  1.44977644e-01  1.21820584e-01  7.28217536e-04 -1.13534066e-03
  1.36367619e-01  1.18266627e-01  0.00000000e+00]"
"[ 9.88914728e-01  4.76520866e-01  1.48484588e-01  8.79163146e-01
  1.44977644e-01  1.21820584e-01  4.16295603e-04 -6.10858609e-04
  1.36368066e-01  1.18267529e-01  0.00000000e+00]"
"[ 9.88913834e-01  4.76528287e-01  1.48490593e-01  8.79159153e-01
  1.44977644e-01  1.21820584e-01  1.93019092e-04 -2.32962251e-04
  1.36368215e-01  1.18268043e-01  0.00000000e+00]"
"[9.88913476e-01 4.76530075e-01 1.48492873e-01 8.79158199e-01
 1.44977644e-01 1.21820584e-01 3.72796785e-05 2.81025295e-05
 1.36368155e-01 1.18268281e-01 0.00000000e+00]"
"[ 9.88913536e-01  4.76528078e-01  1.48492590e-01  8.79159272e-01
  1.44977644e-01  1.21820584e-01 -6.53919924e-05  1.98224152e-04
  1.36367962e-01  1.18268326e-01  0.00000000e+00]"
"[ 9.88913834e-01  4.76523697e-01  1.48490667e-01  8.79161596e-01
  1.44977644e-01  1.21820584e-01 -1.28529442e-04  2.99710169e-04
  1.36367679e-01  1.18268251e-01  0.00000000e+00]"
"[ 9.88914251e-01  4.76517975e-01  1.48487791e-01  8.79164696e-01
  1.44977644e-01  1.21820584e-01 -1.63134580e-04  3.50295624e-04
  1.36367351e-01  1.18268095e-01  0.00000000e+00]"
"[ 9.88914728e-01  4.76511687e-01  1.48484424e-01  8.79168153e-01
  1.44977644e-01  1.21820584e-01 -1.77448121e-04  3.64502048e-04
  1.36367008e-01  1.18267901e-01  0.00000000e+00]"
"[ 9.88915265e-01  4.76505369e-01  1.48480907e-01  8.79171550e-01
  1.44977644e-01  1.21820584e-01 -1.77483322e-04  3.54055286e-04
  1.36366680e-01  1.18267685e-01  0.00000000e+00]"
"[ 9.88915801e-01  4.76499379e-01  1.48477495e-01  8.79174829e-01
  1.44977644e-01  1.21820584e-01 -1.68028419e-04  3.28501599e-04
  1.36366382e-01  1.18267469e-01  0.00000000e+00]"
"[ 9.88916278e-01  4.76493895e-01  1.48474321e-01  8.79177749e-01
  1.44977644e-01  1.21820584e-01 -1.52803113e-04  2.94041354e-04
  1.36366129e-01  1.18267268e-01  0.00000000e+00]"
"[ 9.88916695e-01  4.76489067e-01  1.48471475e-01  8.79180372e-01
  1.44977644e-01  1.21820584e-01 -1.34038186e-04  2.55807710e-04
  1.36365891e-01  1.18267082e-01  0.00000000e+00]"
"[ 9.88917053e-01  4.76484925e-01  1.48469016e-01  8.79182637e-01
  1.44977644e-01  1.21820584e-01 -1.14796851e-04  2.17239329e-04
  1.36365697e-01  1.18266918e-01  0.00000000e+00]"
"[ 9.88917351e-01  4.76481438e-01  1.48466930e-01  8.79184544e-01
  1.44977644e-01  1.21820584e-01 -9.64745923e-05  1.80113304e-04
  1.36365533e-01  1.18266776e-01  0.00000000e+00]"
"[ 9.88917649e-01  4.76478547e-01  1.48465201e-01  8.79186094e-01
  1.44977644e-01  1.21820584e-01 -7.92454084e-05  1.46436709e-04
  1.36365414e-01  1.18266664e-01  0.00000000e+00]"
"[ 9.88917828e-01  4.76476252e-01  1.48463786e-01  8.79187346e-01
  1.44977644e-01  1.21820584e-01 -6.30510185e-05  1.16967261e-04
  1.36365309e-01  1.18266568e-01  0.00000000e+00]"
"[ 9.88918006e-01  4.76474404e-01  1.48462668e-01  8.79188359e-01
  1.44977644e-01  1.21820584e-01 -5.04134659e-05  9.11208626e-05
  1.36365220e-01  1.18266493e-01  0.00000000e+00]"
"[ 9.88918126e-01  4.76473004e-01  1.48461789e-01  8.79189074e-01
  1.44977644e-01  1.21820584e-01 -3.90218702e-05  6.88251312e-05
  1.36365160e-01  1.18266426e-01  0.00000000e+00]"
"[ 9.88918245e-01  4.76471961e-01  1.48461118e-01  8.79189670e-01
  1.44977644e-01  1.21820584e-01 -2.84243106e-05  5.08061894e-05
  1.36365116e-01  1.18266381e-01  0.00000000e+00]"
"[ 9.88918304e-01  4.76471186e-01  1.48460627e-01  8.79190087e-01
  1.44977644e-01  1.21820584e-01 -2.06684836e-05  3.62718929e-05
  1.36365086e-01  1.18266344e-01  0.00000000e+00]"
"[ 9.88918364e-01  4.76470649e-01  1.48460284e-01  8.79190385e-01
  1.44977644e-01  1.21820584e-01 -1.43639772e-05  2.44743442e-05
  1.36365071e-01  1.18266322e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470292e-01  1.48460045e-01  8.79190564e-01
  1.44977644e-01  1.21820584e-01 -9.59282715e-06  1.61264161e-05
  1.36365056e-01  1.18266307e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470083e-01  1.48459896e-01  8.79190683e-01
  1.44977644e-01  1.21820584e-01 -5.78626805e-06  9.71410009e-06
  1.36365041e-01  1.18266292e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76469934e-01  1.48459807e-01  8.79190743e-01
  1.44977644e-01  1.21820584e-01 -3.38932546e-06  4.49116487e-06
  1.36365041e-01  1.18266284e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76469904e-01  1.48459762e-01  8.79190803e-01
  1.44977644e-01  1.21820584e-01 -9.96072686e-07  1.05320373e-06
  1.36365041e-01  1.18266284e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76469904e-01  1.48459747e-01  8.79190803e-01
  1.44977644e-01  1.21820584e-01  1.62990105e-07 -1.43131763e-06
  1.36365041e-01  1.18266277e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76469934e-01  1.48459762e-01  8.79190743e-01
  1.44977644e-01  1.21820584e-01  1.07033725e-06 -2.77503636e-06
  1.36365041e-01  1.18266277e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76469994e-01  1.48459792e-01  8.79190743e-01
  1.44977644e-01  1.21820584e-01  1.43637862e-06 -3.82649250e-06
  1.36365056e-01  1.18266284e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470053e-01  1.48459822e-01  8.79190683e-01
  1.44977644e-01  1.21820584e-01  2.27387090e-06 -3.55920770e-06
  1.36365056e-01  1.18266284e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470113e-01  1.48459882e-01  8.79190683e-01
  1.44977644e-01  1.21820584e-01  2.40939585e-06 -3.35602454e-06
  1.36365056e-01  1.18266284e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470172e-01  1.48459926e-01  8.79190624e-01
  1.44977644e-01  1.21820584e-01  2.26958878e-06 -3.30429430e-06
  1.36365056e-01  1.18266292e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470232e-01  1.48459956e-01  8.79190624e-01
  1.44977644e-01  1.21820584e-01  1.50608389e-06 -3.22391611e-06
  1.36365056e-01  1.18266292e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470292e-01  1.48459986e-01  8.79190564e-01
  1.44977644e-01  1.21820584e-01  1.15559544e-06 -2.87973126e-06
  1.36365056e-01  1.18266292e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470351e-01  1.48460001e-01  8.79190564e-01
  1.44977644e-01  1.21820584e-01  1.04788512e-06 -2.54242741e-06
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470381e-01  1.48460016e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01  5.14697888e-07 -1.68066265e-06
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01  4.63764394e-07 -8.95093876e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01  4.21318049e-07 -5.08595974e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -6.23852827e-08 -5.13144698e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470441e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01  1.40677814e-09 -1.93240140e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470441e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -9.73787984e-09  3.18478293e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470441e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -4.27224940e-08  7.54781908e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470441e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -6.76923264e-08  1.47743791e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460045e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -1.21639943e-07  1.89085398e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -1.89203547e-07  2.31037216e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[9.88918424e-01 4.76470411e-01 1.48460031e-01 8.79190505e-01
 1.44977644e-01 1.21820584e-01 2.41579290e-09 2.43852895e-07
 1.36365071e-01 1.18266299e-01 0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -1.11822217e-07  7.67997292e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[9.88918424e-01 4.76470411e-01 1.48460031e-01 8.79190505e-01
 1.44977644e-01 1.21820584e-01 4.88186025e-08 1.78489444e-07
 1.36365071e-01 1.18266299e-01 0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -8.84560833e-08  4.22378825e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -1.98648231e-09  1.74133433e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -1.38256070e-07  3.79678440e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -5.08012548e-08  1.69947668e-07
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
"[ 9.88918424e-01  4.76470411e-01  1.48460031e-01  8.79190505e-01
  1.44977644e-01  1.21820584e-01 -1.86105126e-07  3.38646764e-08
  1.36365071e-01  1.18266299e-01  0.00000000e+00]"
